office_name,dynasty_index
打捕鷹房納綿等戶提舉司直長,18
打捕鷹房納綿等戶提領所提領,18
打捕鷹房民匠等戶總管府經歷,18
圓明園三旗總管隨同辦事參領,20
怯憐口民匠都提舉司達魯花赤,18
怯憐口民匠都提舉司提控案牘,18
制置三司條例司相度利害官,15
稅醋使司及榷場與酒稅相兼,17
規措京兆府耀州三白渠公事,17
怯憐口民匠都提舉司副提舉,18
怯憐口民匠都提舉司都提舉,18
左右翼屯田萬戶府達魯花赤,18
右金吾都監兼勾當街仗司事,15
太子右司禦率府兵曹參軍事,6
太子右司禦率府倉曹參軍事,6
太子右司禦率府録事參軍事,6
左右翼屯田萬戶府提控案牘,18
尚書省六部諸司郎中員外郎,15
隨路諸色人匠都總管府總管,18
隨路諸色人匠都總管府知事,18
隨路諸色人匠都總管府照磨,18
隨路諸色人匠都總管府譯史,18
隨路諸色人匠都總管府同知,18
管領隨路人匠都提領所提領,18
管領隨路人匠都提領所大使,18
左羽林軍翊中郎將府中郎將,6
隨路諸色民匠都總管府令史,18
隨路諸色民匠都總管府經歷,18
江淮等路提點坑冶鑄錢公事,15
左羽林軍翊中郎將府副隊正,6
黃龍府女直部大王府小將軍,16
吏部侍郎左選主簿上案下案,15
吏部侍郎右選生事上案下案,15
監修總裁實錄館清文總校官,20
右翊衛大將軍左武衛大將軍,6
太子左司禦率府胄曹參軍事,6
太子左司禦率府兵曹參軍事,6
太子左司禦率府倉曹參軍事,6
太子左司禦率府録事參軍事,6
右羽林軍翊中郎將府右郎將,6
右羽林軍翊中郎將府左郎將,6
右羽林軍翊中郎將府中郎將,6
部扎薩克多羅郡王親王品級,20
隨路諸色人匠都總管府奏差,18
侍衛親軍步軍司副都指揮使,15
隨路諸色民匠都總管府照磨,18
隨路諸色民匠都總管府譯史,18
隨路諸色民匠都總管府同知,18
隨路諸色民匠都總管府通事,18
管領諸色人匠提舉司同提舉,18
管領諸色人匠提舉司副提舉,18
隨路諸色人匠都總管府令史,18
隨路諸色人匠都總管府經歷,18
隨路諸色人匠都總管府典吏,18
隨路諸色民匠都總管府奏差,18
校對太祖高皇帝實錄副總裁,20
校對太宗文皇帝實錄副總裁,20
校對世祖章皇帝實錄副總裁,20
水操內學堂幫總辦兼署總辦,20
直省舉人補行覆試閱卷大臣,20
戶部右侍郎兼管錢法堂事務,20
茶園都提舉司提領所同提領,18
茶園都提舉司提領所副提領,18
茶園都提舉司提領所正提領,18
巡撫貴州兼督湖北川東軍務,19
東局織染提舉司副達魯花赤,18
查勘水師砲台營房各項工程,20
行諸路金玉人匠總管府同知,18
廬江王李瑗幽州總管府記室,6
侍衛親軍司步軍副都指揮使,6
侍衛親軍司馬軍副都指揮使,6
鑲紅旗漢軍掌右司關防參領,20
侍衛親軍司馬步軍都指揮使,6
水師提標中軍外海水師參將,20
金吾侍衛親軍都護府副都護,18
御營宿衛使司書寫機宜文字,15
御營宿衛使司隨軍都轉運使,15
御營宿衛使司先鋒軍都統制,15
兵部職方清吏司督捕員外郎,20
沿江水軍制置使司幹辦公事,15
太子右司禦率府胄曹參軍事,6
左羽林軍翊中郎將府右郎將,6
左羽林軍翊中郎將府左郎將,6
右羽林軍翊中郎將府副隊正,6
舉人二次補行覆試閱卷大臣,20
隨路諸色民匠都總管府總管,18
隨路諸色民匠都總管府知印,18
隨路諸色民匠都總管府知事,18
經略安撫使司管勾機宜文字,15
行御史臺架閣庫管勾兼承發,18
鑲紅旗漢軍右司掌關防參領,20
鑲白旗滿洲協領左司掌關防,20
赴烏嚕木齊經理哈薩克貿易,20
屯田打捕總管府打捕屯田官,18
覆勘各省生員歲科試前列卷,20
詳定省曹寺監條貫所刪定官,15
知河南山東等處行樞密院事,18
滿洲新舊營房內城官房大臣,20
天下兵馬元帥府行軍右司馬,6
天下兵馬元帥府行軍左司馬,6
萬全都指揮使司都指揮僉事,19
徐州節度使崔彥曾團練巡官,6
太子左清道率府胄曹參軍事,6
太子左清道率府兵曹參軍事,6
太子左清道率府倉曹參軍事,6
太子左清道率府録事參軍事,6
民戶水陸事產提舉司同提舉,18
天下兵馬元帥府中軍都虞候,6
屯田打捕提舉司等達魯花赤,18
稽察欽奉上諭事件處筆帖式,20
詳定編修三司敕令所刪定官,15
內侍省內侍班院左班副都知,15
提督操江都察院右副都御史,19
提督操江都察院左副都御史,19
諸司局人匠總管府達魯花赤,18
都察院右僉都御史提督摻江,19
考試滿洲蒙古漢軍教習監試,20
考試滿洲蒙古翻譯搜檢大臣,20
諸司局人匠總管府提控案牘,18
天下兵馬元帥府後軍兵馬使,6
屯田左右千戶所蒙古字教授,18
行諸路金玉人匠總管府經歷,18
湖南節度使周行逢館驛巡官,6
民戶水陸事產提舉司副提舉,18
太子右清道率府兵曹參軍事,6
太子右清道率府倉曹參軍事,6
太子右清道率府録事參軍事,6
左千牛衛翊中郎將府中郎將,6
商辦華德路礦公司事件專員,20
翻譯舉人補行覆試閱卷大臣,20
上都諸色民匠提舉司副提舉,18
右千牛衛翊中郎將府中郎將,6
經制熙河蘭會路邊防財用司,15
景運門進班之右翼前鋒統領,20
屯田左右手千戶所二翼千戶,18
屯田左右手千戶所二翼彈壓,18
屯田左右手千戶所二翼百戶,18
天下兵馬元帥府中軍兵馬使,6
天下兵馬元帥府前軍兵馬使,6
考試滿洲翻譯文童閱卷大臣,20
都察院右副都御史廵撫江西,19
左翼統軍元帥左翼統軍元帥,18
提刑按察使司僉事提督學校,19
重修太宗文皇帝實錄總裁官,20
重修太宗文皇帝實錄副總裁,20
駐和蘭萬國保和會公斷議員,20
駐防左翼正白旗滿洲驍騎校,20
侍衛親軍馬軍司副都指揮使,15
奈曼旗扎薩克多羅達爾郡王,20
迷里火者千戶翼正達魯花赤,18
迷里火者千戶翼副達魯花赤,18
額外藍翎長外火器營藍翎長,20
光祿寺大官署正光祿寺署正,20
上都諸色民匠提舉司同提舉,18
太子右清道率府胄曹參軍事,6
成錦局人匠提舉司達魯花赤,18
制敕院五房沿堂五院副行首,15
手號軍人打捕千戶所上千戶,18
內侍省內侍班院右班副都知,15
渾儀所司辰額內瞻望局學生,15
天文院司辰額內瞻望局學生,15
太僕寺少卿協理兵部督捕事,20
諸色人匠怯憐口千戶所司吏,18
諸色人匠怯憐口千戶所千戶,18
崇祥總管府提控案牘兼照磨,18
拱衛直都指揮使司副指揮使,18
福建觀察使杜宣猷團練巡官,6
浙東觀察使左威衛兵曹參軍,6
右監門衛翊中郎將府中郎將,6
左監門衛翊中郎將府中郎將,6
行諸路金玉人匠總管府總管,18
行諸路金玉人匠總管府知事,18
留日中國學生總會館幹事長,20
諸色人匠怯憐口千戶所都目,18
諸色人匠怯憐口千戶所部役,18
諸色人匠納綿戶提舉司提舉,18
諸色人匠都總管府達魯花赤,18
諸色民匠都總管府達魯花赤,18
太宗皇帝實錄纂修兼考校官,19
宣撫處置使司主管機宜文字,15
紹興府大宗正行司主管財用,15
知會稽縣事兼主管攢宮事務,15
考試宗室覺羅學教習主考官,20
賽因諾顏部扎薩克和碩親王,20
主管建康府行宮留守司公事,15
蒙古回回水軍萬戶府副萬戶,18
左金吾衛翊中郎將府副隊正,6
大忽都魯千戶翼副達魯花赤,18
諸路金玉人匠總管府副總管,18
通政院照磨兼管勾承發架閣,18
駐防翻譯舉人覆試閱卷大臣,20
司禮監隨堂辦室内官監太監,19
衛候直都指揮使司提控案牘,18
衛候直都指揮使司副指揮使,18
右金吾衛翊中郎將府左郎將,6
右金吾衛翊中郎將府中郎將,6
清檔房總辦並課吏館提調官,20
全權大臣前往日本會議和局,20
路船橋隨路兵馬都總管萬戶,18
右金吾衛翊中郎將府副隊正,6
拱衛直都指揮使司都指揮使,18
拱衛直都指揮使司達魯花赤,18
衛候直都指揮使司都指揮使,18
大忽都魯千戶翼正達魯花赤,18
中政院照磨兼管勾承發架閣,18
謄錄及駐防筆帖式閱卷大臣,20
考試滿訓導漢教習閱卷大臣,20
同提舉三司帳司勾院磨勘司,15
管理鑲紅旗漢軍新營房事務,20
代辦巡撫行營中軍參將事務,20
同知閤門事兼客省四方館事,15
行營翼長兼管行營印房事務,20
考試八旗文童監馬步射大臣,20
考試八旗翻譯筆帖式正考官,20
蒙古軍大都督府承發兼照磨,18
左金吾衛翊中郎將府右郎將,6
左金吾衛翊中郎將府左郎將,6
左金吾衛翊中郎將府中郎將,6
右金吾衛翊中郎將府右郎將,6
左金吾都監兼勾當街仗司事,15
洪澤屯田千戶趙國宏翼千戶,18
洪澤屯田千戶趙國宏翼彈壓,18
洪澤屯田千戶趙國宏翼百戶,18
通惠河運糧千戶所中副千戶,18
御前忠佐軍頭司散員班將校,15
御前忠佐軍頭司祗候散員班,15
斷事官署斷事官蒙古必闍赤,18
左領軍衛翊中郎將府右郎將,6
左領軍衛翊中郎將府左郎將,6
右領軍衛翊中郎將府副隊正,6
護送安南陪臣前赴行在覲見,20
衛候直都指揮使司達魯花赤,18
打捕鷹房總管府副達魯花赤,18
工部節慎庫郎中管理節慎庫,20
體仁閣大學士管理吏部事務,20
鐵路督辦兼葫蘆島開埠事宜,20
管理三旗銀兩莊頭處員外郎,20
左都御史在軍機大臣上行走,20
内翰林秘書院掌院事大學士,19
纂修太宗文皇帝實錄總裁官,20
太子右監門率府胄曹參軍事,6
太子右監門率府兵曹參軍事,6
太子右監門率府録事參軍事,6
太子左監門率府胄曹參軍事,6
太子左監門率府兵曹參軍事,6
三門白波黃渭河水路發運使,15
提舉興修永興軍三白渠公事,15
同提點開封府界諸縣鎮公事,15
土默特扎薩克貝子固山貝子,20
外城巡警總廳衛生處參事官,20
仁宗皇帝實錄纂修兼考校官,19
分差鎮江府諸軍諸司糧料院,15
點檢侍衛親軍馬步司副點檢,16
點檢侍衛親軍馬步司都點檢,16
八旗專操大臣管理新舊營房,20
安撫使司主管書寫機宜文字,15
安撫使司管勾書寫機宜文字,15
提舉陜西成都府等路茶馬司,15
都大提舉茶事司買馬監牧司,15
左領軍衛翊中郎將府中郎將,6
右領軍衛翊中郎將府右郎將,6
右領軍衛翊中郎將府左郎將,6
右領軍衛翊中郎將府中郎將,6
左領軍衛翊中郎將府副隊正,6
織染雜造人匠都總管府總管,18
織染雜造人匠都總管府知事,18
織染雜造人匠都總管府照磨,18
織染雜造人匠都總管府同知,18
織染雜造人匠都總管府經歷,18
纂修世祖章皇帝實錄副總裁,20
親軍都指揮使司副都指揮使,18
武衛右軍行營中軍兼帶左隊,20
河北兵馬大元帥府隨軍應副,15
織染雜造兩提舉司達魯花赤,18
管勾南京留守司御史臺公事,15
管勾西京留守司御史臺公事,15
主管侍衛親軍馬軍行司公事,15
宣慰使司都元帥府管民萬戶,18
戶部左侍郎管理錢法堂事務,20
皇考宣宗成皇帝實錄館總裁,20
淮軍親兵馬步營隊馬隊統領,20
打捕民匠等戶總管府副總管,18
宗室覺羅八旗高等學堂監督,20
工部右侍郎兼理錢法堂事務,20
陜西都大管勾走馬承受公事,15
工部左侍郎兼管錢法堂事務,20
工部左侍郎兼署錢法堂事務,20
奉御二十四員所尚衣副奉御,18
奉御二十四員所尚鞶副奉御,18
奉御二十四員所尚沐副奉御,18
奉御二十四員所尚冠副奉御,18
金玉民匠稻田提舉司副提舉,18
金銀鐵冶都提舉司提控案牘,18
太子左監門率府録事參軍事,6
工部左侍郎兼理錢法堂事務,20
管理旗新營房城內官房大臣,20
兩浙轉運司催促起發物斛官,15
宗室覺羅八旗中學堂提調官,20
宗室覺羅八旗小學堂提調官,20
考試翻譯謄錄等官閱卷大臣,20
怯憐口諸色人匠提舉司吏目,18
打捕鷹房怯憐口千戶所千戶,18
打捕鷹房怯憐口千戶所吏目,18
打捕鷹房怯憐口千戶所彈壓,18
打捕鷹房怯憐口千戶所部役,18
打捕鷹房納米麴提舉司提舉,18
錢糧總管府答剌答脫脫禾孫,18
蕁麻林人匠提舉司照略案牘,18
管理河道溝渠事務值年大臣,20
親軍都指揮使司承發兼照磨,18
怯憐口諸色人匠提舉司提舉,18
怯憐口諸色人匠提舉司司吏,18
戶部右侍郎兼理錢法堂事務,20
侍衛親軍司馬步軍都指揮使,15
乾清門二等侍衛上效力行走,20
管勾北京留守司御史臺公事,15
內務府正黃旗洲州公中佐領,20
回回砲手軍匠上萬戶府經歷,18
打捕鷹房怯憐口千戶所司吏,18
廣南西路經略安撫都總管司,15
廣南東路經略安撫都總管司,15
經略安撫使兼馬步軍都總管,15
經略安撫使兼馬步軍都部署,15
江南淮南荊湖兩浙路發運使,15
孔子六十八代孫襲封衍聖公,20
蒙古翰林院承發架閣庫管勾,18
昭功萬戶都總使司怯里馬赤,18
回回司天監三式科管勾一員,18
回回砲手軍匠上萬戶府知事,18
回回砲手軍匠上萬戶府鎮撫,18
回回砲手軍匠上萬戶府譯史,18
怯憐口諸色人匠提舉司部役,18
總理各國事務衙門總辦章京,20
回回砲手軍匠上萬戶府萬戶,18
回回砲手軍匠上萬戶府令史,18
提舉中太一宮兼集禧觀公事,15
禮部祠祭司署員外郎事主事,19
怯憐口民匠都提舉司同提舉,18
集慶崇禧田賦提領所同提領,18
集慶崇禧田賦提領所副提領,18
總理各國事務衙門兼行章京,20
總理各國事務衙門會辦大臣,20
宣慰使司都元帥府捕盜司官,18
宣慰使兼管軍萬戶府宣慰使,18
戶部右侍郎管理錢法堂事務,20
戶部左侍郎兼管錢法堂事務,20
怯憐口皮局人匠提舉司提舉,18
怯憐口民匠總管府達魯花赤,18
幫辦江北軍營軍務欽差督辦,20
幫辦總理各國事務衙門大臣,20
文宗顯皇帝聖訓實錄館纂修,20
考試翻譯童生監馬步射大臣,20
閱看駐防翻譯鄉試試卷大臣,20
總督兼充辦理通商事務大臣,20
總督兼署辦理通商事務大臣,20
濟農香戶提舉司達魯花赤,18
同都大提舉在京諸司庫務,15
武衛親軍都指揮使司僉事,18
武衛親軍都指揮使司令史,18
武衛親軍都指揮使司經歷,18
總理各國事務衙門漢章京,20
總理各國事務衙門翻譯官,20
宣慰使司都元帥府捕盜官,18
宣慰使司都元帥府八千戶,18
宣慰使司照磨兼架閣管勾,18
宣慰使司都元帥府宣慰使,18
旗手衛指揮使司指揮僉事,20
行在左軍都督府都督僉事,19
奉御二十四員所奉御掌簿,18
尚書省戶部金部司員外郎,6
戶部右侍郎管錢法堂事務,20
戶部左侍郎管理三庫事務,20
提舉開封府界諸縣鎮公事,15
開封府界提點諸縣鎮公事,15
前鋒參領健銳營前鋒參領,20
行在中軍都督府都督僉事,19
行在右軍都督府都督僉事,19
福元田賦提舉司達魯花赤,18
考驗軍政閱看馬步射大臣,20
尚書省吏部考功司員外郎,6
尚書省吏部司勛司員外郎,6
尚書省吏部司封司員外郎,6
右武衛翊中郎將府副隊正,6
御前諸軍都統制司計議官,15
主管尚書省禮部架閣文字,15
欽差經略左標提督總兵官,20
勸農副使兼提點刑獄公事,15
侍衛親軍司馬步軍都虞候,15
奉御二十四員所尚衣奉御,18
奉御二十四員所尚鞶奉御,18
奉御二十四員所尚沐奉御,18
奉御二十四員所尚冠奉御,18
尚書省吏部吏部司員外郎,6
金玉珠翠提舉司達魯花赤,18
金玉民匠稻田提舉司提舉,18
金銀鐵冶都提舉司同提舉,18
蒙古翰林院翰林侍講學士,18
蒙古翰林院翰林侍讀學士,18
尚書省戶部度支司員外郎,6
尚書省户部户部司員外郎,6
左武衛翊中郎將府副隊正,6
左武衛翊中郎將府右郎將,6
尚書省禮部祠部司員外郎,6
尚書省禮部禮部司員外郎,6
宣慰使兼管軍萬戶府同知,18
宣慰使兼管軍萬戶府經歷,18
宣慰使兼管軍萬戶府副使,18
宣慰使兼管軍萬戶府都事,18
一等奉國將軍兼半個前程,19
右武衛翊中郎將府右郎將,6
右武衛翊中郎將府左郎將,6
右武衛翊中郎將府中郎將,6
宣慰使司都元帥府管民官,18
都統衙門理刑司辦事司員,20
左驍衛翊中郎將府副隊正,6
左武衛翊中郎將府左郎將,6
左武衛翊中郎將府中郎將,6
